text,label,label_id,pred_label,pred_label_id,prob_negative,prob_positive,confidence,error_type,note
"The movie was a pleasure to watch if you are a fan of the Stooges. The story is told from the point of view of Moe Howard and his relationships with his brothers Shemp and Jerome (Curly) Howard, also the life long friendship with Larry Fine. The movie deals mostly with the off camera high points and pit falls of the Stooges multi decade career. The casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble. The actor who plays ""Curly"" Howard did a fine job of portraying the on camera antics of the most beloved Stooge. A must see for any fan of Three Stooges shorts.",negative,0,positive,1,0.0008909216849133372,0.9991090893745422,0.9991090893745422,false_positive,
"The acting is excellent in this film, with some great actors. It was fun to see Fred McMurray as a young man. This is not a comedy. It's a drama and the apparently comedic instances are pitiful. This is not a comedy. It's a drama and the apparently comedic instances are pitiful, and some of them appear forced and contrived. It's in the script, though, not the fault of the acting.<br /><br />The 10 line requirement forces me to write some more...Hmmm. Loved Carole Lombard's My Man Godfrey, because it is a comedy and, while the acting is wonderful, the story line and the script itself, wins the day. Carole Lombard is pretty and a wonderful actress. I will try to watch Fred McMurray's features.",negative,0,positive,1,0.0009441822185181081,0.999055802822113,0.999055802822113,false_positive,
"As powerful as the true story of Phoolan is, this book this film is based on came out before she herself was released from Prison and had the chance to tell it. <br /><br />It is allegedly based on her diaries but she is illiterate. How does that work? <br /><br />That said, some areas of he film are accurate and the acting isn't bad, with some sensitivity being shown. <br /><br />Really though this story needs to be old in a TV series. Far to much happens to cram into a couple of hours. <br /><br />Read her autobiography. Highly recommended. It is a fantastic story.",negative,0,positive,1,0.0009587575914338231,0.9990412592887878,0.9990412592887878,false_positive,
"From time to time it's very advisable for the aristocracy to watch some silent film about the harsh life of the common people in order to remind themselves of the privileges and the comfortable life that they have enjoyed since the beginning of mankind or even before in comparison with the complicated and hard work that common people have to endure everyday since the aristocrats rule the world.<br /><br />And that's what happens in ""The Love Light"", the first film directed by Dame France Marion who will be famous afterwards in the silent and talkie world thanks overall to her work as a screenwriter; better for her, certainly, because her career as a film director doesn't impress this German count.<br /><br />The film tells the story of Dame Angela Carlotti ( Dame Mary Pickford ) a merry Italian girl who lives surrounded by a ""picturesque squalor"" ( an important difference of opinion between upper and low classes; aristocrats prefers to live surrounded by ""picturesque luxury"" ); she has two brothers and a secret admirer but all she gives him in return is indifference. Destiny begins to work hard and pretty soon war is declared and Dame Angela's two brothers enlist and in the next reel both are dead. But destiny is even crueller and Dame Angela meanwhile falls in love with a German!! And to make things worse, she doesn't know that her Teutonic sweetie is a spy and that the light signals that she sends to him every night from the lighthouse she maintains thinking that is a love signal, don't mean ""Ich Liebe Dich"" but ""Sink Any Damn Italian Boat At Sea""<br /><br />Fortunately for Dame Angela, pretty soon her sweetie German spy will be found by the neighbours in her house in which she was hiding him ( a not strange fact, indeed, because it is not an easy task for a German to go unnoticed ) but the German spy will prefer to die before being captured by those Italians.<br /><br />From that German love, a half-Teutonic baby will born ( the wicked Destiny at full speed ) but a greedy neighbour who has a particular idea of motherhood will carry away her son with the consent of a Catholic nun who has taken the Council of Trent to extremes a fact that will put Dame Angela at the verge of insanity.<br /><br />But meanwhile Dame Angela's secret admirer has returned from the war and you can think that finally Dame Angela's sorrowful life will improve; a tremendous mistake because Destiny has in store for her that the returned soldier is blind. But as they say in Germany, it may be a blessing in disguise and finally Dame Angela will recover her son and will start a new life with her blind sweetie in a poor Italian village in what it is supposed to be a happy ending for the common people.<br /><br />As this German count said before, it was much better for Dame Frances Marion that she continued her career as a screenwriter, because as can be seen in ""The Love Light"", she had a lot of imagination to invent incredible stories, ja wohl! but a completely different subject is to direct films and her silent debut lacks emotion and rhythm in spite of the effort of Dame Pickford to involve the audience with her many disgraces. The nonexistent film narrative causes indifference in the spectator making this the kind of film where only Dame Pickford herself provides the interest and not her circumstances.<br /><br />And now, if you'll allow me, I must temporarily take my leave because this German Count must send Morse signals from the Schloss north tower to one of his Teutonic rich heiress.",negative,0,positive,1,0.0010086860274896026,0.9989913105964661,0.9989913105964661,false_positive,
"Well, I must say, I initially found this short to be quite average, but having watched it nearly 5 times since (its constantly shown on IFC), I've developed an enjoyment of the simple plot elements and reality of the situations presented. Sofia Coppola contributes a solid addition to the category.",negative,0,positive,1,0.0010248710168525577,0.9989751577377319,0.9989751577377319,false_positive,
"Masterpiece. Carrot Top blows the screen away. Never has one movie captured the essence of the human spirit quite like ""Chairman of the Board."" 10/10... don't miss this instant classic.",negative,0,positive,1,0.0010450856061652303,0.9989548921585083,0.9989548921585083,false_positive,
"Just watched on UbuWeb this early experimental short film directed by William Vance and Orson Welles. Yes, you read that right, Orson Welles! Years before he gained fame for radio's ""The War of the Worlds"" and his feature debut Citizen Kane, Welles was a 19-year-old just finding his muse. Besides Vance and Welles, another player here was one Virginia Nicholson, who would become Orson's first wife. She plays a woman who keeps sitting on something that rocks back and forth courtesy of an African-American servant (Paul Edgerton in blackface). During this time a man (Welles) keeps passing her by (courtesy of the scene constantly repeating). I won't reveal any more except to say how interesting the silent images were as they jump-cut constantly. That's not to say this was any good but it was fascinating to watch even with the guitar score (by Larry Morotta) added in the 2005 print I watched. Worth a look for Welles enthusiasts and anyone with a taste of the avant-garde.",negative,0,positive,1,0.0010878475150093436,0.9989122152328491,0.9989122152328491,false_positive,
"And also a wonderful beginning, a real quick start. It keeps you yearning and waiting for is about to come. Unfortunately the high adrenaline dries off quickly, but most certainly after half the movie is over.<br /><br />And it's a shame, because this movie has really good ideas and explores many of them thoroughly. But that is also one of it's faults. By exploring too many things, it get's mixed up into to many things, so in the end you're too confused to follow any plot or characters. It's very dark and moody, but that doesn't help much, if it's also genre hopping just to try to fit any- and everything in it's story!",negative,0,positive,1,0.001172703574411571,0.9988272786140442,0.9988272786140442,false_positive,
"The opening credits are pure poetry and I have watched it several times. It had a corny 20's adventure feel to it. Of course Kathy is gorgeous, but that voice! Did she realize this was a talkie. One word--voice coach. Great film for chronic insomnia (along with a bottle of scotch).",negative,0,positive,1,0.0012116516008973122,0.9987884163856506,0.9987884163856506,false_positive,
"This is, without a doubt, the most hilarious movie I've ever seen. Seriously, if the makers of this movie are ever discovered, they'll put guys like Jim Carrey out of a job. Rent ""Jack-O"" tonight! Believe me, you won't regret it!",negative,0,positive,1,0.0012647543335333467,0.998735249042511,0.998735249042511,false_positive,
"Yes,the movie is not a piece of art but the first time I watched it I was 10 years old,my parents were out and I stayed home with my two brothers.It was May 1970(I know that because I found a note about the cycle of horror movies that one network had).It's one of the most vivid memories I have with the guys.We ended all in one bed and covered up to the head! Our very first horror movie! We kept talking about it for years and laughing about the moment.Those were horror movies.Nowadays horror movies are always the same.Or was it better when we were kids enjoying without analyzing the plot and the cast and the dialogs? Most sure it was that.But for me this is a great movie!",negative,0,positive,1,0.0013003399362787604,0.9986996650695801,0.9986996650695801,false_positive,
"'Helen of Troy' follows the story of Helen and the outbreak of the Trojan War. This is more of a love story between Helen and Paris, who is shipwrecked and falls in love with Helen without knowing she is queen. The film portrays the couple as lovesick and wanting nothing more than to be together. (Other films and books have different portrayals of the characters, but in this one, they are simply hopelessly in love.) The film is pretty slow-moving in some places, but the battles and the detail to the scenery are done pretty well. There are also some good performances. I thought that the slave girl did a particularly good job, and she was one of the most well-liked characters.<br /><br />Overall, this is a good adaption if you can look beyond the slow-moving story in places and look beyond some of the cheesy romance and dialogue. In my opinion, a perfect Iliad film version has not yet been created, but this one is entertaining and does have some good bits.",negative,0,positive,1,0.0013087409315630794,0.9986912608146667,0.9986912608146667,false_positive,
"I have an affection for these twists on British social norms and it is rare that one loses me. But Our Betters did lose me a bit. It's a tale of social climbers and their joy at breaking the rules but personally I found it a little dull. <br /><br />I liked the duchess though she whines a little too much and Constance Bennett amiably fills the role of Lady Greyston, a role that Bette Davis could have played backwards.<br /><br />But the movie comes the life in the third act when Ernest joins the party. He is so lively and fun (and in truth probably wears more makeup then Lady Greyston). He gets the last line of the film and it's a gas!",negative,0,positive,1,0.0013113705208525062,0.9986886382102966,0.9986886382102966,false_positive,
"While this isn't an all time classic comedy it is a pretty good little movie to watch if you catch it on a rainy Saturday morning with not a lot else going on right then.<br /><br />Harold Lloyd plays Ezekiel Cobb, an American coming home after growing up in China where his dad was a missionary.He has come home from China to find an American wife and plans to return to China to continue his father's work.Cobb unwittingly is recruited to run for mayor of his corrupt home town when the existing political machine that controls the town realizes that he would make a perfect patsy to run against the current mayor who also is the head of the town's underworld.They figure the bumbling ,stumbling Cobb has no chance to win and therefore the current mayor continues to run the town and run his schemes which makes them all rich.<br /><br />Lloyd isn't doing the physical comedy here like he did in his silent films.He does a convincing portrayal of Cobb with a reserved understated dignity.The acting was good from all involved and the story and script were also quite good.<br /><br />Being made in 1934 the film does have some rather racist language when talking about the Chinese and it also has a typical black character from that era but these stereotypes aren't nearly as mean as I've seen from other films from that time.<br /><br />Although not close to being Lloyd's best film ,this movie does entertain and Lloyd is very good as Cobb.You won't be blown away by this film but it may be enough to peak your interest in Lloyd and make you want to see more of his work.",negative,0,positive,1,0.0013477485626935959,0.9986522793769836,0.9986522793769836,false_positive,
"I have seen this movie several times, it sure is one of the cheapest action flicks of the eighties. So, I think many viewers would definitely change the channel when they come across this one. But, if you are into great trash, ""Dragon Hunt"" is made for you. The main characters (the McNamara Twins) are sporting great moustaches and look so ridiculous in their camouflage dresses. One of the best scenes is when one of then gets shot in the leg and is still kicking his enemies into nirvana. This movie is really awful, but then again, it is a great party tape!",negative,0,positive,1,0.0013948519481346011,0.9986051917076111,0.9986051917076111,false_positive,
"Surrender Cinema has been known for their extremely erotic, almost explicit sci-fi films. While they generally do very well at these (Femalien 1 & 2, Virtual Encounters), this particular entry seems to be just a rehash of old tape. Any number of girls -- some recognizable and others not -- are in this film in all stages of nudity. There are also several clips from other films which are outstanding, unless you've seen those other films. There are a number of solo nude scenes doing a number of things -- some playing basketball, others talking, still others playing with themselves. The only thing of value in this tape is the very last scene -- a short but erotic girl-girl scene with a very enthusiastic and enjoyable Sandy Wasko and a more subdued Tammie Hainum. Not highly recommended.",negative,0,positive,1,0.0014382072258740664,0.9985617995262146,0.9985617995262146,false_positive,
"This film should be called adventures in Cinemascope. It is like the screenwriter and director tooks the Cliff's Notes page 3 outline and decided that this would be a great vehicle for a film about the Italian Alps. Rock Hudson is pretty good here, but the dialogue bears no resemblance to Hemingway at all. This is a made up version of Hemingway. Hecht, the screenwriter, is a hack. Watch the 1932 version with Gary Cooper and Helen Hayes. That is great cinema and was made by someone who understood Hemingway and the war in Northern Italy. Gary Cooper is very, very good compared to his performance in For Whom the Bell Tolls where he is stiff as a board and thinks he is in a western.<br /><br />Anyway, if you are a Hemingway fan, do yourself a favor and do not watch this film. Your best bet is to get the unabridged audio CD and just listen to one of the greatest novels ever written.",negative,0,positive,1,0.0015133258420974016,0.9984866380691528,0.9984866380691528,false_positive,
"When it was released this film caused a sensation. I watched it and was thrilled. Beautiful, usually young, naked women filmed in the classy style we knew so well from director Hamiltons photography. His photographs never become porn and the same is true for this movie. Today I saw it again and was bitterly disappointed. The soft core in extremely slow paced scenes, all filmed with some Vaseline on the lenses, actually is all there is. There is no real story, the characters remain beautiful and beautifully filmed bodies, but they are not real creatures with a soul. Actually nothing happens. It is like Hamilton is photographing using moving pictures rather than stills. And this gets so boring after a while. I even didn't watch the whole thing the second time, for I fell vast asleep. That is all that remains of this masterpiece: it is a very good sleeping pill. And you will never become addicted to it!<br /><br />Back then 7 out of 10, now 3 out of 10",negative,0,positive,1,0.0015286548295989633,0.9984713196754456,0.9984713196754456,false_positive,
"I must say I was disappointed with this film. Although it is well acted and directed, the underlying story simply plods along too slowly.<br /><br />Granted, in another mood I would have liked it better. I did chuckle a lot, but rarely laughed out loud; and there was actually a sense of suspense to discover who won. But in contrast to another movie that my wife picked up the same day (one neither of us had heard of before) this one paled in comparison.<br /><br />If you see lots of movies, then by all means see this -- it's distinctly better than your average fare. But if you (like me) have limited time and want to watch only the best and most entertaining, save this for later.<br /><br />[Rate: 7/10]",negative,0,positive,1,0.0015703091630712152,0.9984297156333923,0.9984297156333923,false_positive,
"This was Laurel and Hardy's last silent film for Roach Studios. However, since the public had a real thirst for ""talkies"", this same short was re-made by the team just a few years later with only a few small plot changes. LAUGHING GRAVY was essentially the same plot except that Stan and Ollie were trying to hide a cute puppy from their grouchy landlord--not a goat like in ANGORA LOVE. This whole goat angle is the worst part of the film. While you could understand the boys wanting to keep a cute little dog (after all, it is snowy outside), why exactly they bring a goat home is just contrived and pointless. According to the plot, the goat followed them home and so they got tired of shooing it away and kept it. Huh?! This just doesn't make any sense--if it had been a giraffe or a cow, would they have done the same thing?! Apart from being an unconvincing plot, the movie itself is pure Laurel and Hardy, with a familiar plot and familiar roles for the comedians. This film features quite a few laughs, but unfortunately isn't one of their better films to wrap up their silent careers. This aspect of their careers just seems to have ended with a whimper.",positive,1,negative,0,0.99837327003479,0.001626707729883492,0.99837327003479,false_negative,
Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost unbearable synchronization problems. The dialogue was almost 3 seconds behind the lip movement throughout the whole film.<br /><br />I would therefore be very careful in purchasing any DVD of the film without checking for the problem.<br /><br />I would also follow the recommended censors classifications particularly in relation to language and drug usage.<br /><br />This film could become a silent classic cop movie and with the above cautionary notes I can recommend it to prospective viewers,negative,0,positive,1,0.0016331884544342756,0.9983667731285095,0.9983667731285095,false_positive,
"Another direct to video movie from Disney, that is essentially perfect for the kids. The problem with Kronk's New Groove I find is that everything that made the first movie a fun great ride is replaced with a more sad and sombre film. In this movie, Kronk learns a great deal of lessons at many others' expenses. It takes away much time that could be spent at creating a more enjoyable film.<br /><br />Kronk's New Groove deals with two stories: Yzma returns for payback and one Ms. Birdwell hopes to defeat Kronk's camp counseling championship. This all leads up to Kronk confronting his father and his disapproval over his son's direction in life.<br /><br />From Lord of the Rings to Michael Jackson's Thriller, Kronk's New Groove recycles every bit of time that it allows to entertain its viewers. If you loved the original, or are looking forward to the upcoming TV series about Kuzco, I recommend Kronk to his loyal fans.",negative,0,positive,1,0.0017300046747550368,0.9982700347900391,0.9982700347900391,false_positive,
"This review is for the UK DVD three-disc box set. Disc one is called Caught in the Act and contains Model Behavior, Chasing Jamie and Fast and Curious. Disc two is called Bedroom Fantasies and contains Blue Plate Special, Falling in Lust Again and Love Potion No. 10. The final disc is called Anything Goes and contains Chatroom, She's the Boss and Legally Yours. Why the other four episodes in the series are not included is a mystery because there is surely enough room on the discs for a lot more material.<br /><br />Each episode opens with the hotel manager Chloe (Lauren Hayes) reading a letter from a satisfied customer. We then get to see the story unfolding as the guests check into the hotel. Blue Plate Special is the exception because this story is from a waitress. The writers should be given credit for coming up with a good variety of story lines. For instance, Model Behavior is about two models vying for the attention of the photo crew; Falling in Lust Again is about a man and woman who parted and rekindle their love when they meet up again at the hotel; She's the Boss is about a put-upon male secretary/dogsbody who shows that he is more of a man than his female boss realised - much to her pleasure. All the episodes lead up to lots of nudity and sex.<br /><br />It should come as no surprise that all the characters in this hotel are beautiful women and handsome hunks. Even the geeky secretaries get transformed when they remove their spectacles and let their hair down. The sex action is plentiful but to me seems too frantic and false. The camera work could also have done with a bit of moderation, spending too much time close up and so moving about to capture everything, and as usual we get loud music during the sex action. Finally, the end credits mention the Palm Canopy Hotel, Singer Island, Florida although my map of Florida shows no Singer Island. The scenery certainly looks more like Florida than Utah or Las Vegas that some people have mentioned. This is quite a good effort and it is a pity that the second series is still awaiting a UK DVD release. 4 stars.",negative,0,positive,1,0.0017360416240990162,0.9982640147209167,0.9982640147209167,false_positive,
"This movie changed my life! Hogan's performance was nothing short of incredible, and I still haven't recovered from his exclusion from the 1990 Oscar nominations. And as brightly as the Hulkster shines in this movie, you can't discount the brilliant writing and direction that vaults this masterpiece in to the highest strata of achievement in film. If you haven't seen this movie, drop what your doing right now and get yourself a copy. I guarantee it will blow your mind. And if you don't like it, then I just have one question for you.... Watcha gonna do when the 24 inch pythons and Hulkamania runs wild on you!!!!",negative,0,positive,1,0.0017830125289037824,0.9982169270515442,0.9982169270515442,false_positive,
"This was one of the worst Columbo episodes that I have seen, However, I am only in the second season.<br /><br />The typical Columbo activities are both amusing and irritating. His cigar ashes causing him trouble have been seen before, And the bit where he always identifies in some way with the murderer--in this case cooking ,Tho the scene on the TV cooking show distracted from the main theme.<br /><br />Also not explained was why the brother at the beginning of the show was cutting part of the wires of the mixer. The reason was never explained ,nor did it serve any purpose. But the part I disliked the most was the death of the bride to be . This was never explained and it is the main reason why I give this episode such a low grade.",positive,1,negative,0,0.9980672001838684,0.0019328052876517177,0.9980672001838684,false_negative,
"Since I'm from Norway (one of the top ten (or so) richest countries in the world), it was much fun to watch how we use trucks from the 50ies and live in cottages from the medieval times. And since we have very strict laws when it comes to handguns, it was fun to see how much guns there actually were in Norway during the five minutes of the shooting there. Mr. Direct-to-video even managed to bring his silencer on short notice, so he must have powerful friends in the customs.<br /><br />Please do at least _some_ research before going to an ""exotic"" country, dudes -- you may hurt the feelings of old fans.<br /><br />Sverre -- old fan with hurt feelings.",negative,0,positive,1,0.001973685808479786,0.9980263113975525,0.9980263113975525,false_positive,
"This owes a great deal to the plot of CAPTAINS COURAGEOUS. Although he is quite grown up, it is partly the story of a wealthy lad who is shanghaied as a crew member aboard a cargo vessel and becomes a man in the process. Moran of the title is a boyish young woman also brought up on a vessel owned by her father. When the cargo burns, she and crew members are evacuated to our lad's ship. However, the captain has smuggling on his mind and his intentions are not honorable where Moran is concerned. The inevitable ensues - our lad falls for the mannish Moran and she for him. In the end evil is subdued and the lovers are united. Some interesting dialogue points out that Moran belongs to no man -""and no woman."" (A nod to Sappho here). Dorothy Dalton is appropriately sexless as Moran and not too attractive either. Valentino does well in a romantic, action role. His sexy build and physique are shown off to advantage and the role is quite a masculine one. He is very appealing. This is no great film but it passes the time. What it really showcases is Valentino's beauty and sexiness.",negative,0,positive,1,0.0019750359933823347,0.9980249404907227,0.9980249404907227,false_positive,
"The film is very fast-moving, bizarre and colorful, it's like Mad Max on speed whit tons of colorers and make-up. Also very Cartoonish, as that said; cartoon sequence pops up here and there. The plot is also very saucy, but I'll believe it's meant too be. The thing that really drives me crazy in this movie, is the characters, they are painfully irritating, especially Rebecca played by Lori Petty, she's really annoying (I'll believe she is the most annoying creature I've ever seen). The editing is also annoying, very MTV stylized. Another thing that's missing from Tank Girl is an exciting adventure. The humor isn't much funny either. It has some nice visuals though.<br /><br />However a lot of people love this film, most of them are women, and that's not weird at all, because this movie is all about girl power.. Tank Girl this is a real chick flick, and the best example of an hate/love film.",negative,0,positive,1,0.001977162668481469,0.9980229139328003,0.9980229139328003,false_positive,
"This film with fine production values features secrets and how friends use each other. Henry May Long is a very well-acted, dimly lit, depressing turn-of-the-century period piece about a friendship between a fatally ill man and a melancholy, indebted junkie. Talky drawing room dramas are not my cup of tea, and all the crying wears thin. Recommended if you like independent, slyly intellectual, slow-paced Merchant Ivory-type features. <br /><br />I suspected that the main characters were in love, but their connection was so intimated, it didn't really have the emotional impact of 'Brokeback Mountain.' It features some good writing with a scene discussing how to disappear in life, but it is truly a dark and depressing film.",negative,0,positive,1,0.002046820241957903,0.9979531764984131,0.9979531764984131,false_positive,
"Irvine Welsh's follow up to Trainspotting hits the screen as three short stories set in Edinburgh, all with a few of Welsh's trade marks, drug culture, depression, the working class and Hibernian football club. Uneasy to watch in places, it is no less than very well written, 2 of the stories having a darkly comic twist to them while the 2nd story a serious (and shockingly realistic) plot to it. Will not appeal to most, including myself to a point, but will no doubt adopt a cult following.",negative,0,positive,1,0.0020537679083645344,0.9979462027549744,0.9979462027549744,false_positive,
